title,video id,youtube url,filename,tags,primary_movement_pattern
Partial-Range Pushup,_pn0Kfqtc68,https://www.youtube.com/watch?v=_pn0Kfqtc68,,"Push, ['upper body'], upper body",Push
Pushup Iso,dOsXlKiFDeU,https://www.youtube.com/watch?v=dOsXlKiFDeU,,"Push, ['upper body'], upper body",Push
Pronated-Grip Seated Band Row,fZ1ACnvKz7c,https://www.youtube.com/watch?v=fZ1ACnvKz7c,,"'band'], 'chair', Pull, ['upper body', arm",Pull
Pull-Up,iEDMx09Ij6U,https://www.youtube.com/watch?v=iEDMx09Ij6U,,"Pull, ['upper body'], arm",Pull
Prone YTI,imRg9DVg9ck,https://www.youtube.com/watch?v=imRg9DVg9ck,,['Uncategorized'],
Pull-Up With Iso,-g2u9MXpjVE,https://www.youtube.com/watch?v=-g2u9MXpjVE,,"Pull, ['upper body'], arm",Pull
Pushup to Single-Arm Support,0kzPi3OHKb8,https://www.youtube.com/watch?v=0kzPi3OHKb8,,"Push, ['upper body'], upper body",Push
Plank Arm March,3O9hGnISlEs,https://www.youtube.com/watch?v=3O9hGnISlEs,,"'core'], Core, ['upper body'",Core
Pigeon Stretch,3lrmHhmJhqk,https://www.youtube.com/watch?v=3lrmHhmJhqk,,['mobility'],
Prone Hip-Flexed Rocking,5iIvO-e-3zw,https://www.youtube.com/watch?v=5iIvO-e-3zw,,['Uncategorized'],
Prone Hip External Rotation,6qd5LJnWe9E,https://www.youtube.com/watch?v=6qd5LJnWe9E,,"['core'], stability",
Rack Pull,8KFbpmwZ-JI,https://www.youtube.com/watch?v=8KFbpmwZ-JI,,"Pull, ['upper body'], arm",Pull
Pushup,BBICcn-DK-Y,https://www.youtube.com/watch?v=BBICcn-DK-Y,,"Push, ['upper body'], upper body",Push
Quadruped Extension-Rotation,CM3vi_WHVNY,https://www.youtube.com/watch?v=CM3vi_WHVNY,,"'lower body'], ['core', stability",
Quadruped Rock Back,EVxIu9GcEeA,https://www.youtube.com/watch?v=EVxIu9GcEeA,,['lower body'],
Banded External Rotation at 30 Degrees Abduction,sVs234-ruyM,https://www.youtube.com/watch?v=sVs234-ruyM,,"'core'], Core, ['band', stability",Core
Barbell Bench Press From Pins,sXjD8sfUGlg,https://www.youtube.com/watch?v=sXjD8sfUGlg,,"Push, ['upper body'], upper body",Push
Banded Scapular Protraction,siub6CnhOPw,https://www.youtube.com/watch?v=siub6CnhOPw,,['band'],
Band-Resisted Scapular Pushup,tteASE_vcQk,https://www.youtube.com/watch?v=tteASE_vcQk,,"'band'], Push, ['upper body', upper body",Push
Band-Resisted Pushup,u7QnowXDjYE,https://www.youtube.com/watch?v=u7QnowXDjYE,,"'band'], Push, ['upper body', upper body",Push
Barbell Glute Bridge,V3gvnSlNQmk,https://www.youtube.com/watch?v=V3gvnSlNQmk,,"Hinge, ['lower body']",Hinge
Banded Face Pull,fgSbZJ_XHfA,https://www.youtube.com/watch?v=fgSbZJ_XHfA,,"'band'], Pull, ['upper body', arm",Pull
Barbell Curl,m9_ToHglpjE,https://www.youtube.com/watch?v=m9_ToHglpjE,,"Pull, ['Uncategorized'], arm",Pull
Band-Resisted Ring Pushup,o2IpgYPmSyY,https://www.youtube.com/watch?v=o2IpgYPmSyY,,"'band'], Push, ['upper body', upper body",Push
Barbell Box Squat,R2By3KfMc58,https://www.youtube.com/watch?v=R2By3KfMc58,,"Squat, ['lower body']",Squat
Banded No Money,Tqu3_D00h2E,https://www.youtube.com/watch?v=Tqu3_D00h2E,,['band'],
Barbell Deadlift,W6oP5xJHkFQ,https://www.youtube.com/watch?v=W6oP5xJHkFQ,,"Hinge, ['lower body']",Hinge
Band-Resisted Goblet Squat,biOKxrfbdlY,https://www.youtube.com/watch?v=biOKxrfbdlY,,"'lower body'], Squat, ['band'",Squat
Banded Hip Extension,j0FCrPUuvcM,https://www.youtube.com/watch?v=j0FCrPUuvcM,,['band'],
Barbell Front Squat Iso,lIBNIzsWGTM,https://www.youtube.com/watch?v=lIBNIzsWGTM,,"Squat, ['lower body']",Squat
Band-Resisted Pull-Up,1TJKSq9TcXI,https://www.youtube.com/watch?v=1TJKSq9TcXI,,"'band'], Pull, ['upper body', arm",Pull
Barbell Front Squat,ABg7luSIogM,https://www.youtube.com/watch?v=ABg7luSIogM,,"Squat, ['lower body']",Squat
Banded Curl,AVYsCQ_iGzs,https://www.youtube.com/watch?v=AVYsCQ_iGzs,,"Pull, ['band'], arm",Pull
Barbell Back Squat,CuEc33hWb4Y,https://www.youtube.com/watch?v=CuEc33hWb4Y,,"Squat, ['lower body']",Squat
Banded Pull-Down,FwkJXHGYk8o,https://www.youtube.com/watch?v=FwkJXHGYk8o,,"'band'], Pull, ['upper body', arm",Pull
Barbell Floor Press,JJPQIXP1EWk,https://www.youtube.com/watch?v=JJPQIXP1EWk,,"'floor'], Push, ['upper body', upper body",Push
Barbell Front Squat to Box,KZXxiUAqqh8,https://www.youtube.com/watch?v=KZXxiUAqqh8,,"Squat, ['lower body']",Squat
Banded External Rotation at 90 Degrees Abduction,M4uQkI7bHI8,https://www.youtube.com/watch?v=M4uQkI7bHI8,,"'core'], Core, ['band', stability",Core
Barbell Bench Press,ONjwKPYiG4w,https://www.youtube.com/watch?v=ONjwKPYiG4w,,"Push, ['upper body'], upper body",Push
Band-Resisted Squat,QPVj9zvDgpw,https://www.youtube.com/watch?v=QPVj9zvDgpw,,"'lower body'], Squat, ['band'",Squat
Barbell Hip Thrust,56Knh4AdxEI,https://www.youtube.com/watch?v=56Knh4AdxEI,,['Uncategorized'],
